measurement_no,specimen_no,measurement_type,average,reid_no,is_type,specimen_part,identified_name,identified_no,difference,accepted_name_x,accepted_no,max_ma,min_ma,reference_no,accepted_name_y,class,order,family,genus,diet,_merge
36634,18849,circumference,170.0,0,holotype,ulna,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36635,18850,length,440.0,0,holotype,radius,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36636,18850,circumference,120.0,0,holotype,radius,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36637,18851,length,1040.0,0,holotype,femur,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36638,18852,length,870.0,0,holotype,tibia,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36639,18853,length,820.0,0,holotype,fibula,Claosaurus annectens,54239,recombined as,Edmontosaurus annectens,54239,70.6,66.0,18614,Edmontosaurus,Ornithischia,,Hadrosauridae,Edmontosaurus,herbivore,both
36640,18854,length,500.0,30778,holotype,humerus,Saurolophus osborni,53386,,Saurolophus osborni,53386,70.6,66.0,18614,Saurolophus,Ornithischia,,Hadrosauridae,Saurolophus,herbivore,both
36641,18855,length,630.0,30778,holotype,ulna,Saurolophus osborni,53386,,Saurolophus osborni,53386,70.6,66.0,18614,Saurolophus,Ornithischia,,Hadrosauridae,Saurolophus,herbivore,both
36642,18856,length,600.0,30778,holotype,radius,Saurolophus osborni,53386,,Saurolophus osborni,53386,70.6,66.0,18614,Saurolophus,Ornithischia,,Hadrosauridae,Saurolophus,herbivore,both
36643,18857,length,1170.0,30778,holotype,femur,Saurolophus osborni,53386,,Saurolophus osborni,53386,70.6,66.0,18614,Saurolophus,Ornithischia,,Hadrosauridae,Saurolophus,herbivore,both
36644,18858,length,1000.0,30778,holotype,tibia,Saurolophus osborni,53386,,Saurolophus osborni,53386,70.6,66.0,18614,Saurolophus,Ornithischia,,Hadrosauridae,Saurolophus,herbivore,both
36645,18859,length,920.0,30778,holotype,fibula,Saurolophus osborni,53386,,Saurolophus osborni,53386,70.6,66.0,18614,Saurolophus,Ornithischia,,Hadrosauridae,Saurolophus,herbivore,both
36646,18860,width,165.0,24396,neither,scapula,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36647,18860,length,950.0,24396,neither,scapula,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36648,18861,length,310.0,24396,neither,coracoid,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36649,18862,width,130.0,24396,neither,humerus,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36650,18862,length,790.0,24396,neither,humerus,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36651,18863,length,500.0,24396,neither,radius,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36652,18864,width,300.0,24396,neither,ilium,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36653,18864,length,1280.0,24396,neither,ilium,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36654,18865,length,1040.0,24396,neither,ischium,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36655,18866,width,200.0,24396,neither,femur,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36656,18866,length,1080.0,24396,neither,femur,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36657,18867,width,145.0,24396,neither,tibia,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36658,18867,length,780.0,24396,neither,tibia,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36659,18868,length,730.0,24396,neither,fibula,Titanoceratops ouranos,179223,,Titanoceratops ouranos,179223,83.5,70.6,13945,Titanoceratops,Ornithischia,,Ceratopsidae,Titanoceratops,herbivore,both
36660,18869,width,45.0,0,holotype,ulna,Stegopelta landerensis,63886,,Stegopelta landerensis,63886,99.6,93.5,7645,Stegopelta,Ornithischia,,,Stegopelta,herbivore,both
36661,18869,length,385.0,0,holotype,ulna,Stegopelta landerensis,63886,,Stegopelta landerensis,63886,99.6,93.5,7645,Stegopelta,Ornithischia,,,Stegopelta,herbivore,both
36662,18870,width,215.9,0,holotype,ilium,Stegopelta landerensis,63886,,Stegopelta landerensis,63886,99.6,93.5,7645,Stegopelta,Ornithischia,,,Stegopelta,herbivore,both
36663,18870,length,1231.9,0,holotype,ilium,Stegopelta landerensis,63886,,Stegopelta landerensis,63886,99.6,93.5,7645,Stegopelta,Ornithischia,,,Stegopelta,herbivore,both
36664,18871,width,112.0,0,holotype,pubis,Stegopelta landerensis,63886,,Stegopelta landerensis,63886,99.6,93.5,7645,Stegopelta,Ornithischia,,,Stegopelta,herbivore,both
36665,18871,length,300.0,0,holotype,pubis,Stegopelta landerensis,63886,,Stegopelta landerensis,63886,99.6,93.5,7645,Stegopelta,Ornithischia,,,Stegopelta,herbivore,both
36666,18872,width,145.0,13664,holotype,tibia,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36667,18872,length,980.0,13664,holotype,tibia,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36668,18872,circumference,340.0,13664,holotype,tibia,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36669,18873,length,890.0,13664,holotype,radius,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36670,18873,circumference,260.0,13664,holotype,radius,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36671,18874,length,1050.0,13664,holotype,ulna,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36672,18874,circumference,310.0,13664,holotype,ulna,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36673,18875,length,960.0,13664,holotype,fibula,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36674,18875,circumference,255.0,13664,holotype,fibula,Sonorasaurus thompsoni,68170,,Sonorasaurus thompsoni,68170,105.3,93.5,19635,Sonorasaurus,Saurischia,,Brachiosauridae,Sonorasaurus,herbivore,both
36675,18876,length,274.0,0,holotype,scapula,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,25743,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
36676,18877,length,99.0,0,holotype,coracoid,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,25743,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
36677,18878,length,260.3,0,holotype,humerus,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,25743,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
36678,18879,length,206.0,0,holotype,ulna,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,25743,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
36679,18880,length,352.0,0,holotype,femur,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,25743,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
36680,18881,length,344.6,0,holotype,tibia,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,25743,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
36681,18882,length,333.0,0,holotype,fibula,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,25743,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
36682,18883,length,800.0,33840,neither,humerus,Triceratops serratus,63769,subjective synonym of,Triceratops horridus,63766,72.1,66.0,13079,Triceratops,Ornithischia,,Ceratopsidae,Triceratops,herbivore,both
36683,18884,length,400.0,33840,neither,radius,Triceratops serratus,63769,subjective synonym of,Triceratops horridus,63766,72.1,66.0,13079,Triceratops,Ornithischia,,Ceratopsidae,Triceratops,herbivore,both
36684,18885,length,635.0,33840,neither,ulna,Triceratops serratus,63769,subjective synonym of,Triceratops horridus,63766,72.1,66.0,13079,Triceratops,Ornithischia,,Ceratopsidae,Triceratops,herbivore,both
36685,18886,length,950.0,0,neither,femur,Triceratops elatus,63772,subjective synonym of,Triceratops horridus,63766,72.1,66.0,13079,Triceratops,Ornithischia,,Ceratopsidae,Triceratops,herbivore,both
36686,18887,length,610.0,0,neither,tibia,Triceratops elatus,63772,subjective synonym of,Triceratops horridus,63766,72.1,66.0,13079,Triceratops,Ornithischia,,Ceratopsidae,Triceratops,herbivore,both
36687,18888,length,630.0,0,neither,fibula,Triceratops elatus,63772,subjective synonym of,Triceratops horridus,63766,72.1,66.0,13079,Triceratops,Ornithischia,,Ceratopsidae,Triceratops,herbivore,both
36689,18890,width,635.0,0,holotype,scapula,Apatosaurus grandis,52961,recombined as,Camarasaurus grandis,52961,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36690,18890,length,1093.0,0,holotype,scapula,Apatosaurus grandis,52961,recombined as,Camarasaurus grandis,52961,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36691,18891,length,864.0,0,holotype,humerus,Apatosaurus grandis,52961,recombined as,Camarasaurus grandis,52961,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36692,18892,length,628.0,0,holotype,ulna,Apatosaurus grandis,52961,recombined as,Camarasaurus grandis,52961,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36693,18893,length,488.0,0,holotype,ischium,Apatosaurus grandis,52961,recombined as,Camarasaurus grandis,52961,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36694,18894,length,1050.0,0,holotype,femur,Apatosaurus grandis,52961,recombined as,Camarasaurus grandis,52961,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36695,18895,width,970.0,0,holotype,scapula,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36696,18895,length,1665.0,0,holotype,scapula,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36697,18896,length,725.0,0,holotype,coracoid,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36698,18897,length,1135.0,0,holotype,humerus,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36699,18898,length,1150.0,0,holotype,ilium,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36700,18899,length,980.0,0,holotype,pubis,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36701,18900,length,1160.0,0,holotype,ischium,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36702,18901,length,1270.0,0,holotype,femur,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36703,18902,length,1040.0,0,holotype,tibia,Camarasaurus supremus,54168,,Camarasaurus supremus,54168,157.3,145.0,18056,Camarasaurus,Saurischia,,,Camarasaurus,herbivore,both
36707,18906,length,337.0,0,neither,humerus,Camptonotus dispar,52979,recombined as,Camptosaurus dispar,52979,157.3,145.0,7813,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36708,18907,length,245.0,0,neither,radius,Camptonotus dispar,52979,recombined as,Camptosaurus dispar,52979,157.3,145.0,7813,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36709,18908,length,260.0,0,neither,ulna,Camptonotus dispar,52979,recombined as,Camptosaurus dispar,52979,157.3,145.0,7813,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36710,18909,length,565.0,0,holotype,femur,Camptonotus dispar,52979,recombined as,Camptosaurus dispar,52979,157.3,145.0,7813,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36711,18910,length,555.0,0,holotype,tibia,Camptonotus dispar,52979,recombined as,Camptosaurus dispar,52979,157.3,145.0,7813,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36712,18911,length,590.0,0,holotype,humerus,Stegosaurus ungulatus,52985,,Stegosaurus ungulatus,52985,157.3,145.0,7813,Stegosaurus,Ornithischia,,Stegosauridae,Stegosaurus,herbivore,both
36713,18912,length,750.0,0,holotype,tibia,Stegosaurus ungulatus,52985,,Stegosaurus ungulatus,52985,157.3,145.0,7813,Stegosaurus,Ornithischia,,Stegosauridae,Stegosaurus,herbivore,both
36714,18913,width,11.0,0,holotype,femur,Nanosaurus rex,52896,subjective synonym of,Nanosaurus agilis,52951,,,7811,Nanosaurus,Ornithischia,,,Nanosaurus,herbivore,both
36715,18913,length,100.0,0,holotype,femur,Nanosaurus rex,52896,subjective synonym of,Nanosaurus agilis,52951,,,7811,Nanosaurus,Ornithischia,,,Nanosaurus,herbivore,both
36716,18914,length,1645.0,0,holotype,femur,Diplodocus longus,52920,,Diplodocus longus,52920,155.7,145.0,7803,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36717,18915,length,1090.0,0,holotype,tibia,Diplodocus longus,52920,,Diplodocus longus,52920,155.7,145.0,7803,Diplodocus,Saurischia,,Diplodocidae,Diplodocus,herbivore,both
36718,18916,length,190.0,0,holotype,humerus,Laosaurus altus,52882,recombined as,Dryosaurus altus,52882,157.3,145.0,7803,Dryosaurus,Ornithischia,,Dryosauridae,Dryosaurus,herbivore,both
36719,18917,length,150.0,0,holotype,radius,Laosaurus altus,52882,recombined as,Dryosaurus altus,52882,157.3,145.0,7803,Dryosaurus,Ornithischia,,Dryosauridae,Dryosaurus,herbivore,both
36720,18918,length,393.0,0,holotype,tibia,Laosaurus altus,52882,recombined as,Dryosaurus altus,52882,157.3,145.0,7803,Dryosaurus,Ornithischia,,Dryosauridae,Dryosaurus,herbivore,both
36721,18919,length,362.0,0,holotype,femur,Laosaurus altus,52882,recombined as,Dryosaurus altus,52882,157.3,145.0,32089,Dryosaurus,Ornithischia,,Dryosauridae,Dryosaurus,herbivore,both
111647,18919,width,39.0,0,holotype,femur,Laosaurus altus,52882,recombined as,Dryosaurus altus,52882,157.3,145.0,32089,Dryosaurus,Ornithischia,,Dryosauridae,Dryosaurus,herbivore,both
36722,18920,length,600.0,0,holotype,humerus,Monoclonius nasicornus,56146,subjective synonym of,Styracosaurus albertensis,56144,83.5,70.6,5980,Styracosaurus,Ornithischia,,Ceratopsidae,Styracosaurus,herbivore,both
36723,18921,length,450.0,0,holotype,ulna,Monoclonius nasicornus,56146,subjective synonym of,Styracosaurus albertensis,56144,83.5,70.6,5980,Styracosaurus,Ornithischia,,Ceratopsidae,Styracosaurus,herbivore,both
36724,18922,length,350.0,0,holotype,radius,Monoclonius nasicornus,56146,subjective synonym of,Styracosaurus albertensis,56144,83.5,70.6,5980,Styracosaurus,Ornithischia,,Ceratopsidae,Styracosaurus,herbivore,both
36725,18923,length,740.0,0,holotype,femur,Monoclonius nasicornus,56146,subjective synonym of,Styracosaurus albertensis,56144,83.5,70.6,5980,Styracosaurus,Ornithischia,,Ceratopsidae,Styracosaurus,herbivore,both
36726,18924,length,600.0,0,holotype,tibia,Monoclonius nasicornus,56146,subjective synonym of,Styracosaurus albertensis,56144,83.5,70.6,5980,Styracosaurus,Ornithischia,,Ceratopsidae,Styracosaurus,herbivore,both
36727,18925,length,560.0,0,holotype,fibula,Monoclonius nasicornus,56146,subjective synonym of,Styracosaurus albertensis,56144,83.5,70.6,5980,Styracosaurus,Ornithischia,,Ceratopsidae,Styracosaurus,herbivore,both
36728,18926,length,800.0,0,holotype,femur,Monoclonius cutleri,56145,subjective synonym of,Centrosaurus apertus,63911,83.6,72.1,5980,Centrosaurus,Ornithischia,,Ceratopsidae,Centrosaurus,herbivore,both
36729,18927,length,500.0,0,holotype,tibia,Monoclonius cutleri,56145,subjective synonym of,Centrosaurus apertus,63911,83.6,72.1,5980,Centrosaurus,Ornithischia,,Ceratopsidae,Centrosaurus,herbivore,both
36730,18928,length,460.0,0,holotype,fibula,Monoclonius cutleri,56145,subjective synonym of,Centrosaurus apertus,63911,83.6,72.1,5980,Centrosaurus,Ornithischia,,Ceratopsidae,Centrosaurus,herbivore,both
36731,18929,length,618.0,33833,holotype,humerus,Styracosaurus parksi,56143,subjective synonym of,Styracosaurus albertensis,56144,83.5,70.6,9593,Styracosaurus,Ornithischia,,Ceratopsidae,Styracosaurus,herbivore,both
36732,18930,length,375.0,33833,holotype,radius,Styracosaurus parksi,56143,subjective synonym of,Styracosaurus albertensis,56144,83.5,70.6,9593,Styracosaurus,Ornithischia,,Ceratopsidae,Styracosaurus,herbivore,both
36733,18931,length,360.0,0,holotype,humerus,Camptosaurus browni,64602,subjective synonym of,Camptosaurus dispar,52979,157.3,145.0,13449,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36734,18932,length,262.0,0,holotype,ulna,Camptosaurus browni,64602,subjective synonym of,Camptosaurus dispar,52979,157.3,145.0,13449,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36735,18933,length,232.0,0,holotype,radius,Camptosaurus browni,64602,subjective synonym of,Camptosaurus dispar,52979,157.3,145.0,13449,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36736,18934,length,592.0,0,neither,femur,Camptosaurus browni,64602,subjective synonym of,Camptosaurus dispar,52979,157.3,145.0,13449,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36737,18935,length,531.0,0,neither,tibia,Camptosaurus browni,64602,subjective synonym of,Camptosaurus dispar,52979,157.3,145.0,13449,Camptosaurus,Ornithischia,,,Camptosaurus,herbivore,both
36738,18936,length,200.0,20094,neither,tibia,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,14586,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
36739,18937,length,190.0,20094,neither,fibula,Cerasinops hodgskissi,110947,,Cerasinops hodgskissi,110947,83.6,72.1,14586,Cerasinops,Ornithischia,,Leptoceratopsidae,Cerasinops,herbivore,both
