"measurement_no","specimen_no","record_type","n_measured","position","measurement_type","average","min","max"
"177161","87705","mea","1","","width","15","",""
"177162","87705","mea","1","","length","970","",""
"177163","87706","mea","1","","width","16","",""
"177164","87706","mea","1","","length","920","",""
"177165","87707","mea","1","","width","280","",""
"177166","87707","mea","1","","length","380","",""
"177167","87708","mea","1","","width","280","",""
"177168","87708","mea","1","","length","370","",""
"177169","87709","mea","1","","width","130","",""
"177170","87709","mea","1","","length","790","",""
"177171","87710","mea","1","","width","125","",""
"177172","87710","mea","1","","length","820","",""
"177173","87711","mea","1","","width","65","",""
"177174","87711","mea","1","","length","490","",""
"177175","87712","mea","1","","length","530","",""
"177176","87713","mea","1","","width","8","",""
"177177","87713","mea","1","","length","640","",""
"177178","87714","mea","1","","length","650","",""
"177179","87715","mea","1","","width","155","",""
"177180","87715","mea","1","","length","1030","",""
"177181","87716","mea","1","","width","160","",""
"177182","87716","mea","1","","length","1020","",""
"177183","87717","mea","1","","width","122","",""
"177184","87717","mea","1","","length","910","",""
"177185","87718","mea","1","","width","133","",""
"177186","87718","mea","1","","length","900","",""
"177199","87725","mea","1","","length","310","",""
"177200","87726","mea","1","","length","630","",""
"177201","87727","mea","1","","length","352","",""
"177202","87728","mea","1","","length","442","",""
"177203","87729","mea","1","","length","910","",""
"177204","87730","mea","1","","length","777","",""
"177205","87731","mea","1","","length","683","",""
"177206","87732","mea","1","","length","540","",""
"177207","87733","mea","1","","length","678","",""
"177220","87739","mea","1","","length","1015","",""
"177221","87740","mea","1","","length","962","",""
"177881","88033","mea","1","","length","570","",""
"177895","88040","mea","1","","length","800","",""
"177896","88041","mea","1","","length","470","",""
"177897","88042","mea","1","","length","390","",""
"177898","88043","mea","1","","length","380","",""
"177899","88044","mea","1","","length","380","",""
"177900","88045","mea","1","","length","320","",""
"177901","88046","mea","1","","length","320","",""
"177902","88047","mea","1","","length","270","",""
"177903","88048","mea","1","","length","170","",""
"177937","88063","mea","1","","length","500","",""
"177938","88063","mea","1","","height","280","",""
"177942","88065","mea","1","","width","76","",""
"177943","88065","mea","1","","length","504","",""
"177944","88066","mea","1","","width","145","",""
"177945","88066","mea","1","","length","135","",""
"177946","88067","mea","1","","width","56","",""
"177947","88067","mea","1","","length","420","",""
"177948","88068","mea","1","","width","61","",""
"177949","88068","mea","1","","length","420","",""
"177950","88069","mea","1","","width","41.5","",""
"177951","88069","mea","1","","length","325","",""
"177952","88070","mea","1","","width","34","",""
"177953","88070","mea","1","","length","265","",""
"177954","88071","mea","1","","length","630","",""
"177955","88072","mea","1","","length","620","",""
"177998","88089","mea","1","","length","517","",""
"178014","88096","mea","1","","length","700","",""
"178051","88115","mea","1","","width","207","",""
"178052","88115","mea","1","","length","1040","",""
"178053","88116","mea","1","","width","160","",""
"178054","88116","mea","1","","length","160","",""
"178055","88117","mea","1","","width","87","",""
"178056","88117","mea","1","","length","615","",""
"178057","88117","mea","1","","circumference","190","",""
"178058","88118","mea","1","","length","640","",""
"178059","88119","mea","1","","length","620","",""
"178060","88120","mea","1","","length","1100","",""
"178061","88121","mea","1","","length","1035","",""
"178062","88122","mea","1","","length","1100","",""
"178063","88123","mea","1","","width","142","",""
"178064","88123","mea","1","","length","213","",""
"178065","88124","mea","1","","width","216","",""
"178066","88124","mea","1","","length","611","",""
"178067","88125","mea","1","","width","160","",""
"178068","88125","mea","1","","length","598","",""
"178069","88126","mea","1","","width","173","",""
"178070","88126","mea","1","","length","650","",""
"178071","88127","mea","1","","width","242","",""
"178072","88127","mea","1","","length","803","",""
"178073","88128","mea","1","","width","59","",""
"178074","88128","mea","1","","length","967","",""
"178075","88129","mea","1","","width","151","",""
"178076","88129","mea","1","","length","993","",""
"178077","88130","mea","1","","width","123","",""
"178078","88130","mea","1","","length","1245","",""
"178079","88131","mea","1","","width","144","",""
"178080","88131","mea","1","","length","1259","",""
"178081","88132","mea","1","","width","141","",""
"178082","88132","mea","1","","length","1232","",""
"178083","88133","mea","1","","length","815","",""
"178084","88134","mea","1","","length","605","",""
"178085","88135","mea","1","","length","586","",""
"178086","88136","mea","1","","length","724","",""
"178087","88137","mea","1","","length","667","",""
"178880","88457","mea","1","","width","41","",""
"178881","88457","mea","1","","length","303","",""
"178882","88458","mea","1","","width","61","",""
"178883","88458","mea","1","","length","710","",""
"178884","88459","mea","1","","width","51","",""
"178885","88459","mea","1","","length","607","",""
"178893","88463","mea","1","","length","1472","",""
"178894","88464","mea","1","","length","1466","",""
"178895","88465","mea","1","","length","1450","",""
"178896","88466","mea","1","","length","1300","",""
"178897","88467","mea","1","","length","996","",""
"178898","88468","mea","1","","length","987","",""
"178899","88469","mea","1","","length","1050","",""
"178900","88470","mea","1","","length","1000","",""
"178901","88471","mea","1","","length","1040","",""
"178902","88472","mea","1","","length","1034","",""
"178903","88473","mea","1","","length","950","",""
"178904","88474","mea","1","","length","990","",""
"178905","88475","mea","1","","length","888","",""
"178906","88476","mea","1","","length","915","",""
"178907","88477","mea","1","","length","940","",""
"178908","88478","mea","1","","length","1661","",""
"178909","88479","mea","1","","length","1650","",""
"178910","88480","mea","1","","length","1700","",""
"178911","88481","mea","1","","length","1477","",""
"178912","88482","mea","1","","length","1494","",""
"178913","88483","mea","1","","length","1440","",""
"178914","88484","mea","1","","length","1402","",""
"178915","88485","mea","1","","length","1386","",""
"178916","88486","mea","1","","length","1400","",""
"178917","88487","mea","1","","length","760","",""
"178918","88488","mea","1","","length","425","",""
"178919","88489","mea","1","","length","750","",""
"178920","88490","mea","1","","length","800","",""
"178921","88491","mea","1","","length","900","",""
"178922","88492","mea","1","","length","790","",""
"178923","88493","mea","1","","length","680","",""
"178924","88494","mea","1","","length","1200","",""
"178925","88495","mea","1","","length","600","",""
"178926","88496","mea","1","","length","600","",""
"178927","88497","mea","1","","length","525","",""
"178928","88498","mea","1","","length","300","",""
"178929","88499","mea","1","","length","711","",""
"178930","88500","mea","1","","length","670","",""
"178931","88501","mea","1","","length","1035","",""
"178932","88502","mea","1","","length","1000","",""
"178933","88503","mea","1","","length","935","",""
"178934","88504","mea","1","","width","200","",""
"178935","88504","mea","1","","length","890","",""
"178936","88505","mea","1","","length","1000","",""
"178937","88506","mea","1","","length","950","",""
"198671","97140","mea","1","least","width","175","",""
"198672","97140","mea","1","greatest","length","652","",""
"200005","97680","mea","1","midshaft","width","310","",""
"200006","97680","mea","1","greatest","length","1830","",""
"236114","112586","mea","1","","circumference","600","",""
"250253","118993","mea","1","","length","760","",""
"266329","126917","mea","1","","length","25.8","",""
"266330","126918","mea","1","","length","41.5","",""
"266331","126919","mea","1","","length","37.1","",""
"266332","126920","mea","1","","length","43.2","",""
"266333","126921","mea","1","","length","67.8","",""
"269825","128951","mea","1","","length","305","",""
"269826","128952","mea","1","","length","591","",""
"269827","128953","mea","1","","length","550","",""
"269828","128954","mea","1","","length","240","",""
"304418","142608","mea","1","","width","50","",""
"304419","142608","mea","1","","length","333","",""
"304420","142609","mea","1","","width","60","",""
"304421","142609","mea","1","","length","759","",""
"304422","142610","mea","1","","width","45","",""
"304423","142610","mea","1","","length","594","",""
"304424","142611","mea","1","","width","22","",""
"304425","142611","mea","1","","length","564","",""
"336825","153479","mea","1","","length","1760","",""
"336826","153480","mea","1","","length","164","",""
"336827","153481","mea","1","","length","185","",""
